FID,FID_dhaka_,Ward_ID,PopDensity,Pop,Area,FID_dhaka1,OBJECTID,site_id,site_name,lat,long,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,pop_count
0,0,1,32644.580132800001593,183298,5.614959642740000,41,42,42,uttara_sector_1,23.856290000000001,90.401390000000006,100.000000000000000,41,0.005921242413430,0.016502606459700,539
1,0,1,32644.580132800001593,183298,5.614959642740000,42,43,43,uttara_sector_7,23.869800000000001,90.400049999999993,100.000000000000000,42,0.005921563976770,0.031442846692500,1026
2,0,1,32644.580132800001593,183298,5.614959642740000,45,46,46,airport,23.853190000000001,90.405980000000000,100.000000000000000,45,0.005921168870960,0.006175255713380,202
3,2,3,71784.943147600002703,94664,1.318716653510000,37,38,38,mirpur_10,23.807780000000001,90.368570000000005,100.000000000000000,37,0.005920090534040,0.018567008670600,1333
4,5,12,138390.602130000013858,116544,0.842138109139000,36,37,37,mirpur_1,23.799530000000001,90.354439999999997,100.000000000000000,36,0.005919895042350,0.011172899387500,1546
5,6,6,58389.779890899997554,163770,2.804771662200000,23,24,24,mirpur_6,23.812040000000000,90.362589999999997,100.000000000000000,23,0.005920191475010,0.031440889450900,1836
6,6,6,58389.779890899997554,163770,2.804771662200000,29,30,30,mirpur_milk_vita,23.818909999999999,90.361080000000001,100.000000000000000,29,0.005920354633740,0.031440799100100,1836
7,7,7,116705.176107999999658,113750,0.974678277295000,36,37,37,mirpur_1,23.799530000000001,90.354439999999997,100.000000000000000,36,0.005919895042350,0.000290222939100,34
8,7,7,116705.176107999999658,113750,0.974678277295000,37,38,38,mirpur_10,23.807780000000001,90.368570000000005,100.000000000000000,37,0.005920090534040,0.011537744819400,1347
9,8,8,26705.429750899998908,111251,4.165856945110000,36,37,37,mirpur_1,23.799530000000001,90.354439999999997,100.000000000000000,36,0.005919895042350,0.019977346292600,534
10,10,10,42414.774840199999744,87879,2.071895945010000,48,49,49,technical,23.782240000000002,90.351969999999994,100.000000000000000,48,0.005919484866720,0.014187816201700,602
11,11,11,81226.625680500001181,97033,1.194595973760000,48,49,49,technical,23.782240000000002,90.351969999999994,100.000000000000000,48,0.005919484866720,0.017252538041000,1401
12,12,13,51876.690948700001172,157206,3.030378328400000,32,33,33,mirpur_monipur,23.799959999999999,90.366489999999999,100.000000000000000,32,0.005919905157680,0.031441120921800,1631
13,12,13,51876.690948700001172,157206,3.030378328400000,33,34,34,mirpur_paikpara,23.786850000000001,90.361760000000004,100.000000000000000,33,0.005919593947270,0.031440877276200,1631
14,13,14,110511.309122000006028,163797,1.482174098760000,37,38,38,mirpur_10,23.807780000000001,90.368570000000005,100.000000000000000,37,0.005920090534040,0.001336468124370,148
15,16,16,30944.155345399998623,142413,4.602258436540000,22,23,23,kafrul,23.790320000000001,90.386579999999995,100.000000000000000,22,0.005919676223360,0.031442224245900,973
16,16,16,30944.155345399998623,142413,4.602258436540000,31,32,32,shewrapara,23.788660000000000,90.375789999999995,100.000000000000000,31,0.005919636645990,0.031441634984300,973
17,16,16,30944.155345399998623,142413,4.602258436540000,38,39,39,kochukhetmmarket,23.792059999999999,90.388159999999999,100.000000000000000,38,0.005919717779420,0.002997083879070,93
18,17,17,16373.542272500000763,101829,6.219118520910000,47,48,48,jamuna_future_park,23.813110000000002,90.421040000000005,100.000000000000000,47,0.005920216860870,0.031444086447000,515
